hello;Hallo
No, I will. The legacy of my kin must live on.;Nein, das werde ich. Das Erbe meiner Familie muss weiterleben.
How do I access the Dream Theatre?;Wie erhalte ich Zugang zum Dream Theatre?
I'm glad they didn't win, I suppose. But it doesn't change much for me. I am still the last Imcando Dwarf.;Ich bin wohl froh, dass sie nicht gewonnen haben. Aber für mich ändert sich dadurch nicht viel. Ich bin immer noch der letzte Imcando-Zwerg.
You don't have to tell me if the memory hurts too much.;Du musst es mir nicht sagen, wenn die Erinnerung zu sehr schmerzt.
Well... that isn't completely true.;Na ja... das stimmt nicht ganz.
An Imcando Dwarf survived outside the city?;Ein Imcando-Zwerg hat außerhalb der Stadt überlebt?
Well he's certainly an interesting dwarf.;Nun, er ist sicherlich ein interessanter Zwerg.
I can't believe it. I hope to meet him one day. He must be a truly amazing smith to reach such heights.;Ich kann es nicht glauben. Ich hoffe, ihn eines Tages zu treffen. Er muss ein wirklich erstaunlicher Schmied sein, um solche Höhen zu erreichen.
As you can see around you, Camdozaal was once a great city. Alive with the hum of activity. We dug deep into the mountain and reaped the rewards.;Wie Sie um sich herum sehen können, war Camdozaal einst eine großartige Stadt. Lebendig mit dem Summen der Aktivität. Wir gruben uns tief in den Berg und ernteten die Früchte.
The barbarians brought ruin upon Camdozaal. Most of my kind died as the city collapsed around them. Only a few of us survived until the end. Now, only I remain.;Die Barbaren brachten Camdozaal in den Ruin. Die meisten meiner Art starben, als die Stadt um sie herum zusammenbrach. Nur wenige von uns haben bis zum Ende überlebt. Jetzt bleibe nur noch ich übrig.
The world has changed a lot, Ramarno. Magic is practiced freely. Those barbarians failed to wipe it from Gielinor.;Die Welt hat sich sehr verändert, Ramarno. Magie wird frei ausgeübt. Diesen Barbaren ist es nicht gelungen, Gielinor davon zu befreien.
OlÃ¡, pequeno troll... Pegue isso e enxugue essas lÃ¡grimas...;Olá, kleiner Troll... Pegue isso e enxugue essas lágrimas...
Receio ter congelado demais aqueles portÃµes quando estava chorando, mas como vocÃª me disse que iria ajudar a resgatar minha mÃ£e e meu pai, vocÃª deveria conseguir passar pelas grades.;Receio ter congelado demais aqueles portães que estava chorando, mas como vocã me disse que iria ajudar a judar a minha me e e meu pai, vocã deveria conseguir passar pelas grades.
Ah, me desculpe. Minha mÃ£e diz que nÃ³s, trolls do gelo, somos tÃ£o frios que podemos congelar o ar ao nosso redor quando estamos chateados ou com raiva.;Ah, ich bin desculpe. Minha mÃ£e diz que nÃ³s, Trolls do gelo, somos tÃ£o o frios que podemos congelar or ao nosso redor quando estamos chateados ou com raiva.
You'll need to obtain some imbued barronite. Head to the mines and mine yourself a barronite deposit. Once you have that, imbue it using the core of a chaos golem from the golem workshop.;Sie müssen etwas durchdrungenes Barronit besorgen. Begeben Sie sich zu den Minen und bauen Sie eine Barronitlagerstätte ab. Sobald Sie das haben, erfüllen Sie es mit dem Kern eines Chaosgolems aus der Golem-Werkstatt.
Yes... You're right, [PLAYER_NAME]. I should not be so down. There is still a chance my kind can live on.;Ja ... Du hast recht, [PLAYER_NAME]. Ich sollte nicht so niedergeschlagen sein. Es besteht immer noch eine Chance, dass meine Art weiterleben kann.
I'm glad they didn't win, I suppose. But it doesn't change much for me. The Imcando are all but extinct. I am one of the last to remain.;Ich bin wohl froh, dass sie nicht gewonnen haben. Aber für mich ändert sich dadurch nicht viel. Die Imcando sind so gut wie ausgestorben. Ich bin einer der Letzten, die noch übrig sind.
But not the last. Don't forget Thurgo.;Aber nicht der letzte. Vergiss Thurgo nicht.
Let's get out of this terrible place and see our son!;Lasst uns diesen schrecklichen Ort verlassen und unseren Sohn sehen!
Aqui estÃ¡, senhor! Obrigado por afastar minha mÃ£e e meu pai do homem mau!;Hier ist es, Senhor! Obrigado por afastar minha mÃ£e e meu pai do homem mau!
MamÃ£e! Papai!  VocÃª estÃ¡ livre!;Mama! Papai!  VocÃª estÃ¡ livre!
Ufa! Estou feliz por ter saÃ­do daquele grande cubo de gelo! VocÃª tambÃ©m estÃ¡ bem, querido?;Ufa! Estou feliz por ter saído daquele grande cubo de gelo! Vocá também está bem, querido?
Sim, pensei que estÃ¡vamos acabados! Por que aquele nojento do Kamil nos congelou lÃ¡ em cima?;Sim, denke, es ist ein Erfolg! Warum kam Kamil nicht auf den Gipfel?
Bem, esse deve ter sido o 'homem mau' de quem o garoto troll estava falando... Seus pais devem estar em algum lugar na frente.;Gut, es muss sein, dass ich meine Mutter bin, bevor ich den Garoto-Troll verliere ... Mein Vater muss sich auf den Weg machen.
Eu deveria ir contar a Eblis o que aconteceu aqui...;Euer Anliegen ist es, Eblis zu kontaktieren oder euch zu kontaktieren...
Eu sabia que eles nÃ£o poderiam me prender aqui por muito tempo! Muito bem, amigo. Diga-me, como vai a guerra?;Ich weiß, dass sie mir jetzt nicht in der Lage sind, dies in einem anderen Tempo zu tun! Muito bem, Amigo. Sag mir, wie warst du?
They will replace the knowledge you previously had, but you may switch between them by praying at the altar in this room at any time. May you use them well.;Sie ersetzen Ihr bisheriges Wissen, aber Sie können jederzeit zwischen ihnen wechseln, indem Sie am Altar in diesem Raum beten. Mögen Sie sie gut nutzen.
ArrÃ¡v?;Ankunft?
O escudo... Ã© claro. O que vocÃª precisa saber?;O escudo... é claro. O que vocã precisa saber?
Agora preciso voltar para Varrock o mais rÃ¡pido possÃ­vel. SÃ³ espero nÃ£o ser tarde demais.;Jetzt müssen Sie Varrock schnellstmöglich erreichen. Só espero nÃ£o ser late demais.
E o que temos aqui? Agora, isso Ã© interessante... Um aventureiro bisbilhoteiro!;E o que temos aqui? Jetzt, das ist interessant... Um ein Abenteuer zu verbringen!
NÃ£o fui eu quem usou o escudo. Quando enfrentei Zemouregal, lancei o escudo para o filho do fundador de Avarrocka. SÃ³ entÃ£o os zumbis encontraram seu destino.;NÃ£o fui eu quem usou o escudo. Nachdem er Zemouregal betreten hatte, musste er sich den Weg für den Filho des Avarrocka-Fonds bahnen. Es war so, als ob sie ihr Ziel erreicht hätten.
I have something I'd like you to examine.;Ich möchte, dass Sie etwas untersuchen.
EntÃ£o vocÃª espera me impedir, seu miserÃ¡vel humano patÃ©tico? Bem, meu exÃ©rcito de zumbis estÃ¡ nas muralhas de Varrock. VocÃª jÃ¡ estÃ¡ atrasado!;Então vocã espera me impedir, seu miserável humano patético? Gut, meine Exército de Zumbis ist auf Wandgemälden in Varrock. VocÃª jÃ¡ estÃ¡atrasado!
Eu sei como usar o escudo!;Eu sei como usar o escudo!
VocÃª usou o escudo para derrotar o exÃ©rcito de Zemouregal antes. Como podemos fazer isso de novo?;Sprechen Sie über den Schlüssel, um den Zemouregal-Vorgang zu beenden. Wie kann es sein, dass es sich um eine Neuveröffentlichung handelt?
O que Ã© isso? Eu me sinto... livre. Posso falar sem dor. Como isso Ã© possÃ­vel?;Was ist das? Eu me sinto... livre. Posso falar sem dor. Como isso é possével?
NÃ£o temos muito tempo. Estou falando com vocÃª do Imcando Dream Theatre. Preciso saber como usar seu escudo.;NÃ£o temos muito tempo. Es ist mit der Stimme von Imcando Dream Theatre verbunden. Preciso saber como usar seu scudo.
Era o sangue dele. O escudo estÃ¡ ligado a Avarrocka. Somente alguÃ©m com o sangue do fundador pode usÃ¡-lo.;Era of sangue dele. Der Escudo ist mit Avarrocka verbunden. Manchmal ist es auch so, dass der Geldgeber ihn verwenden kann.
Bem? Como foi?;Bem? Como foi?
EntÃ£o, se eu conseguir encontrar o descendente dele...;EntÃ£o, se eu conseguir encontrar o dependente dele...
As aparÃªncias enganam, na verdade sou um bÃ¡rbaro.;Da die Geräte engagieren, ist es so, dass Sie einen Bären bekommen.
Eles lhe darÃ£o a bebida mais forte e assinarÃ£o seu cartÃ£o. Quando vocÃª tiver feito tudo isso, ficaremos felizes em deixÃ¡-lo entrar.;Er musste mehr tun und seinen Wagen töten. Als ich das hörte, freute sich Ficaremos, als ich eintrat.
Muito obrigado...;Muito obrigado...
Tenho uma carta para vocÃª. Disseram-me que Ã© muito importante. Por favor, leia quando tiver oportunidade.;Tenho uma carta para você. Sagen Sie mir, was sehr wichtig ist. Bitte, leia quando tiver opportunidade.
Eu quero passar por esse portÃ£o.;Eu quero passar por esse portão.
Leve essa carta para cada uma das barras indicadas nela. Os bartenders saberÃ£o o que isso significa. Somos meio conhecidos.;Es ist eine Karte erforderlich, damit die Barras nicht angezeigt werden. Die Barkeeper wissen, was das bedeutet. Somos meio conhecidos.
Estou fazendo Barcrawl de Alfred Grimhand.;Dieser Artikel stammt von Alfred Grimhand.
Hmm, sim, vocÃª me pegou aÃ­.;Hmm, sim, você me pegou aí.
Eu quero algum dinheiro.;Eu quero algum dinheiro.
Parece um bom comeÃ§o, mas como isso me ajudaria a rastrear seus descendentes?;Parece um bom comeã§o, mas como isso me ajudaria a rastrear seus descentes?
Surok Magis. O bloqueio de teletransporte deveria tÃª-lo impedido de escapar, mas parece que ele conseguiu usar os zumbis como distraÃ§Ã£o e desativar o feitiÃ§o.;Surok Magis. Die Blockade des Ferntransports könnte Ihnen die Flucht erschweren, aber Sie müssen sie benutzen, um sie abzulenken und zu entkommen.
JÃ¡ era hora de vocÃª aparecer! Os zumbis romperam a muralha norte e estÃ£o invadindo o palÃ¡cio! Conseguimos evitar que eles avanÃ§assem para o resto de Varrock por enquanto, mas nÃ£o conseguiremos fazer isso para sempre!;Es ist eine Stunde, in der die Stimme losgeht! Os Zumbis tummelten sich im Norden und drangen in den Palast ein! Bitte vermeiden Sie, dass Sie sich für die Restaurierung von Varrock entscheiden, aber keine weiteren Schritte mehr!
Quem se foi?;Was ist los?
Perfeito! Obrigado, Reldo.;Perfekt! Obrigado, Reldo.
Sim. Esta informaÃ§Ã£o pode nos ajudar a derrotar os zumbis.;Sim. Diese Informationen können uns zur Verfügung gestellt werden.
VocÃª pode dizer isso de novo. Falando nisso, preciso da sua ajuda. Devo descobrir se existem descendentes vivos do fundador de Varrock.;Du könntest das Neue tun. Falando nisso, preciso da sua ajuda. Ich möchte wissen, dass er von Varrocks Gründer abstammt.
Oh, maravilhoso... ele se foi.;Oh, maravilhoso... ele se foi.
Mais ou menos. Descobri que apenas um descendente do fundador original de Varrock pode usar o escudo, mas nÃ£o tenho certeza de como encontrarÃ­amos alguÃ©m dessa linhagem ainda vivo hoje.;Mehr oder weniger. Um herauszufinden, dass ein Abkömmling des Original-Fundadors von Varrock ein Abkömmling sein könnte, müssen wir uns noch sicher sein, dass wir uns auf die Suche nach einer neuen Lösung für mein Leben gemacht haben.
Oh, and you'd better take this.;Oh, und das nimmst du besser.
A biblioteca seria sua melhor aposta. VÃ¡ atÃ© lÃ¡ e veja se Reldo pode te ajudar.;Eine biblioteca seria sua melhor aposta. Vá até lá veja se Reldo pode te ajudar.
Tu nueva tarea es matar a 93 Bears.;Ihr neuer Plan ist 93 Bears.
Cerveja, por favor.;Cerveja, por favor.
Bom dia, o que vocÃª gostaria?;Bom dia, o que vocã gostaria?
Eu realmente nÃ£o quero nada, obrigado.;Eu realmente nÃ£o quero nada, obrigado.
Yohoho, meu coraÃ§Ã£o, o que vocÃª gostaria de beber?;Yohoho, meine Freundin, was hast du gelernt?
Isso nÃ£o parece totalmente convincente, mas vou tentar.;Isso nÃ£o parece völlig überzeugend, aber Sie wollten.
Tenho motivos para acreditar que vocÃª descende de um anciÃ£o original de Avarrocka, o que pode significar que vocÃª tem a habilidade de usar o Escudo de Arrav para derrotar os zumbis.;Meine Beweggründe sind, dass ich von einem alten Original von Avarrocka abstamme, oder dass es wichtig ist, dass ich mir den Escudo von Arrav angeeignet habe, um sie zum Reden zu bringen.
Ah, sim, eu conheÃ§o a lenda do escudo. Eu nÃ£o entendo o que isso tem a ver comigo.;Ah, sim, eu conheÃ§o a lenda do escudo. Ich hatte keine Ahnung, was passiert ist.
And on that note, I intend to get started right away. Until we meet again.;Und in diesem Sinne möchte ich sofort loslegen. Bis wir uns wiedersehen.
NinguÃ©m descobriu como desbloquear os poderes do escudo em centenas de anos! Estamos tÃ£o desesperados que confiamos em lendas?;Wir haben es nicht geschafft, die Leute vor hundert Jahren zu sperren! Sind Sie verzweifelt, dass Sie sich an die Leihgaben wenden?
NÃ£o teria sido possÃ­vel sem Dimintheis.;NÃ£o teria sido possÃvel sem Dimintheis.
Bem, suponho que poderia ajudar, mas estou progredindo um pouco agora. NÃ£o sou exatamente o guerreiro que costumava ser.;Ich weiß nicht, was ich tun muss, aber es geht weiter, bis es soweit ist. Nicht so sehr darauf bedacht, die Kostüme zu tragen.
NÃ£o houve sinal dele atÃ© agora. Ficaremos de olho, mas suspeito que ele tenha ido para o chÃ£o.;Néo houve sinal dele até agora. Ficaremos de olho, wir vermuten, dass er sich für ihn entschieden hat.
I thought these gauntlets were a family heirloom.;Ich dachte, diese Stulpen wären ein Familienerbstück.
That's no problem.;Das ist kein Problem.
Could I get some more gauntlets, please?;Könnte ich bitte noch ein paar Stulpen bekommen?
Bem, Ã© claro! VocÃª esperaria menos do homem que Ã© rei?;Gut, é claro! Vocã esperaria menos do homem que é rei?
VocÃª tem uma sugestÃ£o melhor? VocÃª estÃ¡ escondendo algum segredo para superar um desastre tÃ£o surpreendente?;Haben Sie mir einen guten Vorschlag gemacht? Sind Sie bereit, ein überwältigendes Desaster zu überstehen?
Alguma palavra sobre o que aconteceu com Zemouregal?;Alguma palavra darüber, was Zemouregal aconteceu?
O que vocÃª quiser, aventureiro, terÃ¡ que esperar. Caso vocÃª nÃ£o tenha notado, hÃ¡ zumbis por todo o palÃ¡cio!;O que você quiser, abenteuer, terá que esperar. Wenn Sie noch keine Notiz davon haben, müssen Sie sich für alles entscheiden, was Sie brauchen!
Now, you'd best be on your way. I have lots of work to do, and I'm sure you have better places to be than here.;Jetzt machen Sie sich am besten auf den Weg. Ich habe viel zu tun und ich bin mir sicher, dass es für Sie bessere Orte gibt als hier.
Interesting... So, are there any genuine Raisphers around?;Interessant ... Gibt es also echte Raisphers?
Smart thinking, but also flawed. I'm not actually a blood descendant of the Raisphers. My great-grandfather was adopted into the family.;Kluges Denken, aber auch fehlerhaft. Ich bin eigentlich kein Blutsnachkomme der Raisphers. Mein Urgroßvater wurde in die Familie adoptiert.
The Shield of Arrav? Parece um pouco improvÃ¡vel para mim, mas vou tentar.;Der Schild von Arrav? Parece um eine Verbesserung für Sie, aber Sie wollen.
NÃ£o parece estar fazendo nada de especial.;NÃ£o parece estar fazendo nada de especial.
Parece que o escudo funcionou melhor do que qualquer um poderia esperar. Pelo que podemos dizer, nÃ£o resta um Ãºnico zumbi! Foi por pouco, mas graÃ§as a vocÃª, Varrock estÃ¡ salvo!;Parece que o escudo funcionou que qualquer a poderia esperar. Pelo que podemos dizer, nÃ£o resta um Ãºnico zumbi! Foi por pouco, mas graças a vocã, Varrock ist eine Salve!
O que fazemos? NÃ³s fugimos, seu idiota!;O que fazemos? NÃ³s fugimos, seu idiota!
E ele terÃ¡ Arrav com ele.;E ele terÃ¡ Arrav com ele.
Well, none with the name Raispher. The last descendant of the Raispher line was a lady named Lucinda Raispher. She married into the Fitzharmon family.;Nun ja, keiner mit dem Namen Raispher. Der letzte Nachkomme der Raispher-Linie war eine Dame namens Lucinda Raispher. Sie heiratete in die Familie Fitzharmon ein.
It must be a different descendant that I'm after then.;Dann muss es ein anderer Nachkomme sein, den ich suche.
NÃ£o sÃ£o de suas habilidades como ferreiro que eu preciso. Tem a ver com o ataque de zumbis ao palÃ¡cio!;NÃ£o sÃ£o de sÃ£o habilidades como ferreiro que eu preciso. Tem a ver com o ataque de zumbis ao palácio!
Fique para trÃ¡s! Eu nÃ£o vou deixar vocÃª me comer!;Fique para trás! Du wirst mich nicht erreichen!
Preciso da sua ajuda com a invasÃ£o zumbi.;Preciso da sua ajuda com a invasão zumbi.
Eles sÃ£o um exÃ©rcito pertencente a Zemouregal.;Es war eine prozentuale Anstrengung für Zemouregal.
Morra, escÃ³ria zumbi!;Morra, escória zumbi!
Pode ser que vocÃª mesmo possa usÃ¡-lo. Tenho motivos para acreditar que vocÃª descende de um anciÃ£o original de Avarrocka.;Es kann sein, dass Sie mich am besten benutzen. Tenho motives para acreditar que vocã abstieg von einem alten Original von Avarrocka.
Bem, mais uma vez, aventureiro, em nome de Varrock, vocÃª tem meus agradecimentos. A vitÃ³ria de hoje ficarÃ¡ para a histÃ³ria.;Aber ich war schon einmal ein Abenteuer, im Namen von Varrock, und ich habe meine Fortschritte gemacht. Eine Vitória de hoje ficará para a história.
Como em Dimintheis Fitzharmon? Parece que Ã© melhor eu fazer uma visita a ele.;Wie ist Dimintheis Fitzharmon? Parece que é melhor eu fazer una visita ele.
Espero que o Escudo de Arrav possa ajudar um pouco.;Espero que o Escudo de Arrav könnte ajudar um pouco.
Deve ser outra pessoa que descende do anciÃ£o correto.;Es liegt an der Zeit, bis zur letzten Minute abzusteigen.
It doesn't seem to be doing anything exciting.;Es scheint nichts Aufregendes zu bewirken.
O que estÃ¡ acontecendo? De onde vieram todos esses zumbis?;Was ist los? Was sind die vier Dinge, die es zum Bis gibt?
Viva! Finalmente livre.;Viva! Finalmente livre.
Zemouregal... As forÃ§as... O que fazemos?;Zemouregal... Was forças... O que fazemos?
Aqui, segure o escudo e veja se alguma coisa acontece.;Hier, sichern Sie sich den Schlüssel und sehen Sie sich die Antwort an.
Um escudo? Parece minha Ã¡rea. O que vocÃª precisa?;Äh, escudo? Parece minha Ã¡rea. Was sagst du genau?
Hello Dimintheis.;Hallo Dimintheis.
Eu acho que vocÃª pode ser o Ãºnico! RÃ¡pido, vamos para o palÃ¡cio!;Euer Acho que vocã pode ser o único! Rápido, vamos para o palácio!
Well good luck finding them. Last thing we need is those zombies moving on the rest of the city.;Viel Glück beim Finden. Das Letzte, was wir brauchen, sind die Zombies, die den Rest der Stadt überfallen.
De fato. Garantirei que o Rei seja informado da sua contribuiÃ§Ã£o.;De fato. Wir garantieren, dass Sie von Ihrem Beitrag informiert werden.
Talvez nem tudo esteja perdido. VocÃª pode nos ajudar usando o Escudo de Arrav.;Talvez nem tudo esteja perdido. Wir bitten Sie, den Escudo de Arrav zu verwenden.
Nothing special seems to be happening. Why do you think I'm descended from an original elder of Avarrocka, anyway?;Es scheint nichts Besonderes zu passieren. Warum glaubst du überhaupt, dass ich von einem ursprünglichen Ältesten von Avarrocka abstamme?
Well your surname is Raispher. It matches the name of an elder called Dathero Raispher.;Nun, Ihr Nachname ist Raispher. Es entspricht dem Namen eines Ältesten namens Dathero Raispher.
Bem, talvez eu tenha uma soluÃ§Ã£o para isso. Temos o Escudo de Arrav.;Gut, Sie haben eine Lösung für sich. Temos o Escudo de Arrav.
Tenho motivos para acreditar que vocÃª descende de um anciÃ£o original de Avarrocka, o que pode significar que vocÃª tem a habilidade de usÃ¡-lo. Aqui, segure e veja se alguma coisa acontece.;Meine Beweggründe sind, dass Sie von einem alten Original von Avarrocka abstammen, oder dass es wichtig ist, dass Sie sich an die Verwendung gewöhnen. Hier, sicher und veja se alguma coisa contece.
Bem, entÃ£o Ã© melhor vocÃª ir lÃ¡ e encontrÃ¡-los! These zombies need to be stopped!;Gut, entÃ£o Ã© melhor vocÃª ir lÃ¡ e encontrÃ¡-los! Diese Zombies müssen gestoppt werden!
I will not forget what you did for my family, [PLAYER_NAME]. Those 500,000 coins have allowed us to put food on the table.;Ich werde nicht vergessen, was du für meine Familie getan hast, [PLAYER_NAME]. Diese 500.000 Münzen haben es uns ermöglicht, Essen auf den Tisch zu bringen.
Ah, vocÃª chegou Ã  melhor parada da sua lista! Vou te dar meu famoso Fire Toad Blast! Vai custar 10 moedas.;Ah, vocã chegou à melhor parada da sua lista! Du bist mein berühmter Fire Toad Blast! Vai custar 10 moedas.
EntÃ£o, como vai o Barcrawl?;EntÃ£o, wie ging es mit Barcrawl?
Sim, por favor, quero quebrar meus frascos.;Sim, por favor, quero quebrar meus frascos.
Tu nueva tarea es matar a 97 Ankou.;Ihr neuer Plan liegt bei 97 Ankou.
Com o quÃª?;Com o quÃª?
Por favor, eu sei que algo terrÃ­vel aconteceu com ele... posso sentir! Por favor... por favor me ajude, aventureiro!;Bitte beachten Sie, dass Sie sich mit Ele... posso sentir begnügen müssen! Por favor... por favor me ajude, aventureiro!
Desculpe, sÃ³ de passagem;Desculpe, só de Passagem
Ah, obrigado Armadyl! Estou tÃ£o preocupado... por favor me ajude!;Ah, obrigado Armadyl! Estou tÃ£o preocupado... por favor me ajude!
Haha, bem-vindo Ã  minha pista de obstÃ¡culos. Divirta-se, mas lembre-se que este nÃ£o Ã© um parque infantil. Pessoas morreram aqui.;Haha, ich bin auf der Piste der Hindernisse. Denken Sie daran, aber Sie wissen nicht, dass es sich um einen Kinderpark handelt. Pessoas morreram hier.
OlÃ¡, vocÃª se chama Gunnjorn?;OlÃ¡, vocÃª se chama Gunnjorn?
Sim, ela fez! Como vocÃª sabe disso? Ela disse que provavelmente nÃ£o precisaria dele, mas me deu para guardÃ¡-lo em seguranÃ§a, sÃ³ para garantir.;Sim, ela fez! Wie kommst du auf Disso? Sie sagte mir, dass ich sie nicht genau kennengelernt habe, aber ich muss sie sicher und sicher schützen.
Bem, algo aconteceu no farol e ela foi trancada do lado de fora. Preciso que vocÃª me dÃª a chave dela.;Gut, algo aconteceu no farol ela foi trancada do lado de fora. Genau das, was du mir gesagt hast.
me prendeu nesta ponte! VocÃª parece ter chegado bem aqui de alguma forma, entÃ£o se vocÃª pudesse ir visitar meu primo e pegar a chave reserva que deixei para ele,;Ich prendeu Nesta Ponte! Ich frage mich, ob ich mit Ihnen hierher gekommen bin, und Sie möchten mich zuerst besuchen und reservieren, was Sie für ihn tun müssen.
Bem, temos que fazer algo para que o farol volte a funcionar! AlÃ©m disso, como vocÃª deve ter notado, a tempestade que derrubou a ponte;Gut, ich muss sagen, dass Farol die Funktion übernehmen muss! Além disso, como vocã deve ter notado, ein Sturm, der auf die Brücke kam
Ok, vou ajudar!;Ok, du hast es geschafft!
Ora, de fato estou. Eu possuo esse curso de agilidade, pode ser muito perigoso!;Heute, das ist das Schicksal. Euer Agilitätskurs könnte viel Zeit in Anspruch nehmen!
Sim, isso Ã© Ã³timo. De qualquer forma, pelo que sei, vocÃª tem uma prima chamada Larrissa que lhe deu uma chave...?;Sim, isso Ã© Ã³timo. Was für eine Form, aber du bist der erste, der Larrissa angehört hat, der dich um einen Wunsch gebeten hat...?
Iniciar a missÃ£o Horror from the Deep?;Eine Mission starten: „Horror from the Deep“?
OH! MUITO OBRIGADO! Eu sei que meu querido nunca teria saÃ­do com as luzes do farol apagadas e sem nem me dizer para onde foi!;OH! MUITO OBRIGADO! Du warst mir sicher, dass Farol Apagadas mir nicht helfen konnte!
Claro. Aqui vocÃª vai.;Claro. Aqui você vai.
And how's that going so far?;Und wie läuft es bisher?
The victim must do whatever they are commanded, but unlike most other forms of necromancy, their mind, and indeed their very soul, remains intact. It all perfectly matches what you encountered with Arrav.;Das Opfer muss tun, was ihm befohlen wird, aber im Gegensatz zu den meisten anderen Formen der Nekromantie bleibt sein Geist und sogar seine Seele intakt. Es passt alles perfekt zu dem, was Sie bei Arrav erlebt haben.
Almost certainly. The end result of the process is an undead slave, bound to whoever possess their still-beating heart.;Mit ziemlicher Sicherheit. Das Endergebnis des Prozesses ist ein untoter Sklave, der an denjenigen gebunden ist, der sein noch schlagendes Herz besitzt.
Ah, I see. Well, if there's any information on heart preservation in there, I'm sure I can find it.;Ah, ich verstehe. Wenn es dort irgendwelche Informationen zur Herzerhaltung gibt, bin ich sicher, dass ich sie finden kann.
I'd say it's safe to assume that there are some sort of defensive measures in place to deter any would-be grave robbers.;Ich würde sagen, man kann mit Sicherheit davon ausgehen, dass es irgendwelche Abwehrmaßnahmen gibt, um potenzielle Grabräuber abzuschrecken.
Sounds like a job for me! What do you need?;Klingt nach einem Job für mich! Was brauchen Sie?
Indeed. I have encountered many forms of dark magic in my time, but I must confess, few have filled me with the same anger that I felt upon discovering this vile form of necromancy.;In der Tat. Ich bin im Laufe meiner Zeit vielen Formen dunkler Magie begegnet, aber ich muss gestehen, dass mich nur wenige mit der gleichen Wut erfüllt haben, die ich empfand, als ich diese abscheuliche Form der Nekromantie entdeckte.
Thanks for the heads up. I'll be careful.;Danke für den Hinweis. Ich werde vorsichtig sein.
And you think this is what happened to Arrav?;Und Sie denken, das ist Arrav passiert?
Well, without getting bogged down in all the details, my research led me to some information on a rare and unusual form of necromancy that was once practiced in these lands.;Nun, ohne mich in allen Details zu verzetteln, führte mich meine Recherche zu einigen Informationen über eine seltene und ungewöhnliche Form der Nekromantie, die einst in diesen Ländern praktiziert wurde.
Ah, hello there, [PLAYER_NAME]. Good to see you.;Ah, hallo, [PLAYER_NAME]. Schön dich zu sehen.
Well, it turns out the desert was the best place to begin my research into Arrav and his heart. Not too surprising of course, given the burial practices here.;Nun, es stellte sich heraus, dass die Wüste der beste Ort war, um meine Forschungen über Arrav und sein Herz zu beginnen. Angesichts der Bestattungspraktiken hier ist das natürlich keine allzu große Überraschung.
But what does that have to do with the mastaba?;Aber was hat das mit der Mastaba zu tun?
Zemouregal must have a way of doing this, but I have a feeling he won't be willing to share the details on how.;Zemouregal muss eine Möglichkeit haben, dies zu bewerkstelligen, aber ich habe das Gefühl, dass er nicht bereit sein wird, die Details dazu preiszugeben.
Start The Curse of Arrav quest?;Die Quest „Der Fluch von Arrav“ starten?
And on that note, how do you feel about a bit of tomb raiding?;Und in diesem Sinne: Wie stehst du zu ein paar Grabräubern?
And you, Elias. So what brings you all the way out here?;Und du, Elias. Was führt Sie also hierher?
My hope is the mastaba contains the answers we need. It was built to house a Pharaoh who ruled the desert thousands of years ago.;Ich hoffe, dass die Mastaba die Antworten enthält, die wir brauchen. Es wurde gebaut, um einen Pharao zu beherbergen, der vor Tausenden von Jahren über die Wüste herrschte.
If we are to recover the heart, we will need a way to not only keep it preserved, but to keep it beating as well.;Wenn wir das Herz wiederherstellen wollen, müssen wir es nicht nur erhalten, sondern auch schlagen lassen.
The key element of the process involved the removal and preservation of the heart, much in the same way that the priests of Icthlarin do so during their burial ceremonies.;Das Schlüsselelement des Prozesses bestand in der Entfernung und Konservierung des Herzens, ganz ähnlich wie die Priester von Icthlarin dies bei ihren Bestattungszeremonien tun.
I have no doubt you can. While you work on that, I will get started on our next issue: Finding where Zemouregal is keeping Arrav's heart. Hopefully I'll have something by the time you're done.;Ich habe keinen Zweifel daran, dass Sie das können. Während Sie daran arbeiten, werde ich mit unserer nächsten Ausgabe beginnen: Finden Sie heraus, wo Zemouregal Arravs Herz aufbewahrt. Hoffentlich habe ich etwas, wenn Sie fertig sind.
Good luck in there. I will meet you here once you are done.;Viel Glück dabei. Ich werde Sie hier treffen, sobald Sie fertig sind.
Now thankfully, as horrible as all this is, I believe this is a way for us to break Zemouregal's control over Arrav. To do so, we must recover Arrav's heart.;So schrecklich das alles auch ist, glaube ich zum Glück, dass dies eine Möglichkeit für uns ist, Zemouregals Kontrolle über Arrav zu brechen. Dazu müssen wir Arravs Herz zurückgewinnen.
She was known for many feats, with one of them being her work in saving the victims of a Mahjarrat necromancer.;Sie war für viele Taten bekannt, unter anderem für die Rettung der Opfer eines Mahjarrat-Nekromanten.
The key difference: The process is performed while the victim is still alive!;Der entscheidende Unterschied: Der Vorgang wird noch zu Lebzeiten des Opfers durchgeführt!
Pretty well. In fact, I think I'm getting close to something. It's related to that old mastaba up on the plateau. I reckon it might contain the knowledge we need to help old Arrav out.;Ziemlich gut. Tatsächlich glaube ich, dass ich kurz vor etwas stehe. Es hängt mit der alten Mastaba oben auf dem Plateau zusammen. Ich schätze, es könnte das Wissen enthalten, das wir brauchen, um dem alten Arrav zu helfen.
